ElevationAttribute,ElevationUnit,VolumeAttribute,VolumeUnit,VolumeDateTimeStamp,ElevationValue,VolumeValue,ReservoirInflowValue,ReservoirReleaseValue
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-04","4662.24","10209","63.95","70"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-05","4662.22","10200","64.4625","69"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-06","4662.2","10192","64.9667","69"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-07","4662.18","10184","64.9667","69"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-08","4662.16","10176","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-09","4662.14","10168","62.9667","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-10","4662.12","10159","62.4625","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-11","4662.1","10151","62.9667","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-12","4662.07","10139","65.95","72"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-13","4662.05","10131","67.9667","72"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-14","4662.03","10122","65.4625","70"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-15","4662.01","10114","64.9667","69"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-16","4661.99","10106","62.9667","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-17","4661.97","10098","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-18","4661.95","10090","65.9667","70"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-19","4661.92","10077","63.4458","70"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-20","4661.9","10069","62.9667","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-21","4661.88","10061","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-22","4661.86","10053","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-23","4661.84","10045","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-24","4661.82","10037","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-25","4661.8","10029","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-26","4661.78","10020","62.4625","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-27","4661.75","10008","58.95","65"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-28","4661.73","10000","60.9667","65"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-29","4661.71","9992","61.9667","66"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-11-30","4661.69","9984","61.9667","66"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-01","4661.67","9976","60.9667","65"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-02","4661.65","9967","58.4625","63"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-03","4661.63","9959","60.9667","65"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-04","4661.6","9947","57.95","64"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-05","4661.58","9939","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-06","4661.56","9931","62.9667","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-07","4661.54","9923","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-08","4661.52","9915","62.9667","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-09","4661.5","9906","65.4625","70"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-10","4661.48","9898","63.9667","68"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-11","4661.45","9886","61.4313","67.4812"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-12","4661.43","9878","64.4467","68.48"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-13","4661.41","9870","64.45","68.4833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-14","4661.39","9862","67.4492","71.4825"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-15","4661.37","9854","67.4488","71.4821"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-16","4661.35","9846","66.4421","70.4754"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-17","4661.33","9838","67.4404","71.4737"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-18","4661.31","9829","69.9392","74.4767"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-19","4661.28","9817","66.4258","72.4758"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-20","4661.26","9809","66.4417","70.475"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-21","4661.24","9801","64.4475","68.4808"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-22","4661.22","9793","62.9667","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-23","4661.28","9817","84.5671","72.4671"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-24","4661.28","9817","72.4692","72.4692"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-25","4661.27","9813","69.4517","71.4683"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-26","4661.25","9805","65.4379","69.4713"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-27","4661.22","9793","61.4217","67.4717"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-28","4661.16","9769","50.3792","62.4792"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-29","4661.01","9708","19.7392","50.4933"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-30","4660.97","9692","39.4354","47.5021"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-12-31","4660.92","9672","34.4196","44.5029"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-01","4661.06","9728","82.2333","54"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-02","4661.06","9728","54.4858","54.4858"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-03","4660.98","9696","32.3567","48.49"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-04","4661","9704","53.5238","49.4904"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-05","4660.97","9692","41.4404","47.4904"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-06","4660.95","9684","42.4629","46.4963"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-07","4661.06","9728","76.675","54.4917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-08","4661.06","9728","54.4787","54.4787"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-09","4661.12","9753","72.0833","59.4792"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-10","4661.08","9736","47.9071","56.4779"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-11","4661.2","9785","90.185","65.4808"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-12","4661.28","9817","88.605","72.4717"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-13","4661.23","9797","57.3875","67.4708"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-14","4661.17","9773","51.3771","63.4771"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-15","4661.04","9720","25.7683","52.4892"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-16","4661.32","9833","132.457","75.4858"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-17","4661.28","9817","64.0033","72.07"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-18","4661.16","9769","38.2754","62.4754"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-19","4661.83","10041","259.626","122.493"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-20","4662.5","10316","289.14","150.494"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-21","4663.06","10548","289.464","172.497"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-22","4662.85","10460","110.124","154.49"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-23","4662.5","10316","77.8863","150.486"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-24","4662.26","10217","90.5746","140.487"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-25","4661.91","10073","58.8833","131.483"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-26","4662.06","10135","166.748","135.49"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-27","4662.09","10147","144.54","138.49"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-28","4661.91","10073","90.1708","127.479"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-29","4661.72","9996","69.6588","108.48"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-30","4661.54","9923","52.6796","89.4837"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-01-31","4661.47","9894","67.8637","82.4846"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-01","4661.41","9870","63.3883","75.4883"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-02","4661.41","9870","74.4958","74.4958"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-03","4661.39","9862","67.4613","71.4946"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-04","4661.41","9870","75.5208","71.4875"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-05","4661.45","9886","81.5558","73.4892"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-06","4661.48","9898","81.5329","75.4829"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-07","4661.47","9894","70.4725","72.4892"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-08","4661.44","9882","63.4388","69.4887"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-09","4661.41","9870","60.4425","66.4925"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-10","4661.42","9874","67.5096","65.4929"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-11","4661.64","9963","45.3658","0.495"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-12","4662.02","10118","78.6358","0.49"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-13","4662.38","10266","75.1129","0.49625"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-14","4662.75","10419","77.6329","0.495417"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-15","4663.13","10577","80.1513","0.492917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-16","4663.51","10736","80.6483","0.485833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-17","4663.83","10870","68.0458","0.4875"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-18","4664.16","11009","70.5658","0.486667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-19","4664.61","11200","96.7862","0.490417"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-20","4664.89","11320","60.9871","0.487083"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-21","4665.13","11423","52.4158","0.486667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-22","4665.85","11734","157.29","0.49375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-23","4666.49","12013","141.162","0.499167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-24","4666.82","12158","73.5983","0.494167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-25","4667.22","12335","89.7304","0.492917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-26","4667.55","12482","74.5963","0.48375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-27","4667.8","12593","56.4458","0.483333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-28","4668.18","12763","86.1967","0.488333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-02-29","4668.53","12920","79.6371","0.482917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-01","4668.92","13095","88.7087","0.479583"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-02","4669.3","13267","87.2042","0.4875"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-03","4669.52","13366","50.3967","0.484167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-04","4669.79","13489","62.5108","0.498333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-05","4670.08","13621","66.0925","-0.4575"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-06","4670.59","13853","199.474","82.5071"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-07","4670.82","13958","199.429","146.491"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-08","4670.93","14009","172.202","146.49"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-09","4670.92","14004","143.978","146.499"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-10","4670.73","13917","101.638","145.5"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-11","4670.63","13871","121.323","144.514"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-12","4670.57","13844","130.911","144.524"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-13","4670.56","13839","142.011","144.532"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-14","4670.63","13871","160.665","144.532"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-15","4670.69","13899","159.651","145.535"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-16","4670.76","13931","161.673","145.54"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-17","4671.01","14045","205.008","147.533"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-18","4671.35","14201","228.172","149.522"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-19","4671.44","14243","171.685","150.51"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-20","4671.34","14197","126.31","149.501"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-21","4671.18","14123","110.692","148"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-22","4671.04","14059","114.733","147"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-23","4671.1","14087","162.661","148.544"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-24","4671.2","14132","171.228","148.54"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-25","4671.39","14220","194.908","150.542"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-26","4671.65","14339","212.524","152.528"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-27","4671.61","14321","143.445","152.52"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-28","4671.64","14335","159.585","152.527"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-29","4671.67","14348","159.081","152.527"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-30","4671.67","14348","152.528","152.528"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-03-31","4671.37","14210","80.9662","150.541"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-01","4672.15","14570","337.04","155.54"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-02","4672.22","14602","172.653","156.52"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-03","4672.14","14565","136.868","155.523"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-04","4672.11","14552","148.98","155.535"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-05","4672.12","14556","157.546","155.53"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-06","4672.16","14575","165.095","155.516"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-07","4672.04","14519","126.28","154.513"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-08","4671.89","14450","118.735","153.523"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-09","4671.77","14395","92.8079","120.537"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-10","4671.93","14468","158.351","121.547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-11","4672.19","14589","183.554","122.55"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-12","4672.74","14844","254.088","125.526"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-13","4673.07","14997","203.658","126.52"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-14","4673.19","15053","154.797","126.564"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-15","4673.24","15077","139.624","127.524"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-16","4672.92","14927","135.899","211.524"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-17","4672.53","14746","117.276","208.53"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-18","4672.62","14788","196.703","175.528"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-19","4672.83","14886","174.938","125.53"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-20","4672.76","14853","108.898","125.535"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-21","4672.58","14769","133.2","175.55"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-22","4672.49","14728","153.89","174.561"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-23","4672.44","14704","162.466","174.566"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-24","4672.55","14755","201.28","175.568"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-25","4672.59","14774","185.146","175.567"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-26","4672.68","14816","230.737","209.562"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-27","4672.84","14890","247.846","210.538"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-28","4672.67","14811","169.696","209.525"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-29","4672.42","14695","148.043","206.527"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-04-30","4672.4","14686","152.997","157.535"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-01","4672.8","14872","202.318","108.543"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-02","4673","14965","156.431","109.544"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-03","4672.89","14913","144.33","170.547"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-04","4672.73","14839","132.232","169.541"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-05","4672.59","14774","175.769","208.54"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-06","4672.36","14667","152.585","206.53"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-07","4672.2","14593","167.229","204.537"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-08","4672.27","14626","151.183","134.545"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-09","4672.44","14704","174.88","135.555"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-10","4672.85","14895","186.853","90.5575"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-11","4673.05","14988","138.434","91.5462"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-12","4673.11","15016","105.661","91.5446"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-13","4673.08","15002","84.4983","91.5567"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-14","4672.92","14927","56.9092","94.7217"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-15","4672.77","14858","78.0738","112.861"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-16","4672.63","14793","90.0612","122.832"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-17","4672.5","14732","83.5612","114.315"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-18","4672.79","14867","181.174","113.112"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-19","4672.7","14825","31.805","52.98"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-20","4672.47","14718","19.8137","73.7596"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-21","4672.09","14542","-7.32417","81.4092"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-22","4672.06","14528","76.8233","83.8817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-23","4671.96","14482","56.8638","80.0554"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-24","4671.76","14390","38.7571","85.1404"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-25","4671.51","14275","21.9029","79.8821"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-26","4671.52","14279","73.1996","71.1829"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-27","4671.67","14348","96.5629","61.7754"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-28","4671.65","14339","53.4133","57.9508"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-29","4671.58","14307","42.1933","58.3267"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-30","4671.55","14293","50.6467","57.705"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-05-31","4671.45","14247","36.0658","59.2575"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-01","4671.33","14192","31.3121","59.0412"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-02","4671.25","14155","40.1242","58.7783"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-03","4671.14","14105","33.7513","58.9596"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-04","4670.99","14036","24.5925","59.38"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-05","4671.19","14128","105.423","59.04"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-06","4671.04","14059","37.8304","72.6179"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-07","4670.74","13922","24.565","93.6358"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-08","4670.34","13739","-2.59792","89.6646"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-09","4670.23","13689","67.2554","92.4638"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-10","4669.9","13539","18.6392","94.2642"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-11","4669.56","13384","15.1042","93.25"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-12","4669.2","13221","10.2604","92.4396"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-13","4668.9","13086","28.23","96.2925"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-14","4668.58","12942","31.8392","104.439"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-15","4668.29","12812","37.2571","102.799"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-16","4667.84","12611","2.46042","103.798"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-17","4667.02","12247","-76.21","107.307"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-18","4666.95","12216","94.7325","110.362"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-19","4666.64","12079","39.0021","108.073"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-20","4666.22","11895","14.9496","107.716"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-21","4665.68","11660","-10.8579","107.621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-22","4665.18","11445","-2.29458","106.101"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-23","4664.6","11196","-21.0483","104.489"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-24","4664.15","11005","8.83667","105.132"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-25","4663.55","10752","-22.0392","105.515"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-26","4663.41","10694","75.1104","104.352"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-27","4662.98","10514","11.8212","102.571"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-28","4662.41","10278","-12.5679","106.415"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-29","4661.95","10090","14.7729","109.556"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-06-30","4661.48","9898","11.1313","107.931"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-01","4661.04","9720","21.9058","111.647"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-02","4660.54","9519","10.5342","111.872"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-03","4660.07","9332","18.3108","112.59"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-04","4659.65","9166","25.4621","109.154"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-05","4659.33","9040","36.8567","100.382"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-06","4658.92","8879","10.1358","91.3067"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-07","4658.42","8685","-11.7671","86.0413"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-08","4658.05","8542","11.6708","83.7667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-09","4657.66","8392","8.22458","83.8496"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-10","4657.26","8240","15.7004","92.3337"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-11","4656.73","8040","-3.495","97.3383"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-12","4656.25","7860","5.35833","96.1083"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-13","4655.8","7693","14.0658","98.2617"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2012-07-14","4655.46","7568","35.7354","98.7562"
